id,x,y,z
2258,431244.34,2803018.62,8.37
2259,431282.41,2802978.05,7.62
2260,431261.54,2803013.31,8.5
2261,431243.83,2803044.72,7.7
2262,431273.3,2803000.66,8.19
2263,431274.08,2803025.5,8.64
2264,431302.05,2802985.01,7.44
2265,431263.12,2803049.98,8.3
2266,431295.96,2803008.52,8.39
2267,431281.38,2803043.79,8.76
2268,431292.77,2803026.27,8.77
2269,431315.13,2803003.65,8.55
2270,431285.35,2803062.63,7.29
2271,431332.81,2802994.24,7.99
2272,431309.42,2803033.7,8.93
2273,431299.08,2803047.2,8.99
2274,431326.3,2803017.68,8.69
2275,431317.21,2803051.42,8.97
2276,431308.78,2803069.43,7.44
2277,431343.14,2803021.71,8.78
2278,431336.02,2803045.05,9.07
2279,431365,2803005.86,8.17
2280,431328.73,2803075.91,8.04
2281,431363.68,2803028.37,8.93
2282,431343.94,2803062.07,9.19
2283,431360.6,2803055.24,9.23
2284,431390.95,2803013.36,8.6
2285,431350.19,2803082.84,8.47
2286,431380.97,2803037.9,9.09
2287,431381.37,2803058.7,9.32
2288,431369.96,2803087.75,7.84
2289,431412.42,2803018.26,8.84
2290,431403.87,2803039.12,9.26
2291,431395.71,2803070.28,9.52
2292,431388.03,2803090.96,9.15
2293,431419.46,2803049.83,9.4
2294,431440.73,2803025.3,8.91
2295,431416.42,2803069.56,9.64
2296,431436.85,2803052.76,9.52
2297,431407.28,2803097.37,8.82
2298,431424.45,2803085.39,9.82
2299,431460.99,2803032.42,9.2
2300,431455.43,2803050.83,9.69
2301,431444.36,2803072.01,9.92
2302,431434.39,2803100.81,9.28
2303,431470.56,2803059.69,9.8
2304,431457.57,2803083.72,10.09
2305,431490.71,2803039.55,9.31
2306,431452.78,2803101.92,10.06
2307,431490.73,2803059.52,9.96
2308,431476.79,2803088.54,10.26
2309,431512.54,2803038.81,9.75
2310,431468.84,2803113.56,8.32
2311,431504.65,2803070.26,10.16
2312,431496.3,2803088.81,10.42
2313,431532.11,2803045.31,9.96
2314,431526.64,2803067.06,10.29
2315,431517.37,2803081.66,10.65
2316,431504.55,2803104.52,10.59
2317,431493.98,2803117.91,9.91
2318,431549.79,2803048.01,9.81
2319,431526,2803099.03,10.7
2320,431546.26,2803073.92,10.51
2321,431516.34,2803123.12,9.95
2322,431543.83,2803096.18,10.91
2323,431575.89,2803052.65,10.06
2324,431563.1,2803070.6,10.69
2325,431574.74,2803083.71,10.86
2326,431561.38,2803106.04,11.02
2327,431545.42,2803128.41,10.12
2328,431584.41,2803069.17,10.95
2329,431602.27,2803059.8,10.36
2330,431562.4,2803131.08,10.65
2331,431598.04,2803083.12,11.02
2332,431581.99,2803108.73,11.16
2333,431620.17,2803064.35,10.44
2334,431615.71,2803084.29,11.18
2335,431599.67,2803117.93,11.32
2336,431584.83,2803139.31,10.29
2337,431614.97,2803102.57,11.51
2338,431640.2,2803070.67,10.84
2339,431632.44,2803087.73,11.28
2340,431621.19,2803119.61,11.44
2341,431607.42,2803142.3,10.81
2342,431664.17,2803074.13,10.35
2343,431653.7,2803092,11.35
2344,431645.89,2803107.81,11.55
2345,431643.22,2803126.24,11.59
2346,431631.03,2803150.06,10.63
2347,431673.52,2803102.24,11.45
2348,431661.23,2803125.19,11.69
2349,431690.97,2803081.55,10.92
2350,431652.3,2803152.81,11.43
2351,431691.62,2803102.93,11.54
2352,431679.08,2803129.9,11.82
2353,431674.23,2803160.09,11.48
2354,431720.52,2803088.47,9.97
2355,431708.93,2803105.45,11.57
2356,431699.76,2803124.15,12.05
2357,431693.53,2803141.7,11.93
2358,431737.54,2803090.95,10.76
2359,431718.71,2803124.23,11.88
2360,431690.88,2803165.49,11.27
2361,431712.06,2803140.43,12.05
2362,431734.8,2803112.91,11.71
2363,431710.6,2803169.98,9.99
2364,431757.06,2803097.58,10.41
2365,431728.83,2803147.8,12.15
2366,431742.34,2803132.31,12.07
2367,431756.02,2803116.83,11.76
2368,431730.85,2803169.87,11.99
2369,431747.48,2803152.15,12.27
2370,431774.9,2803124.94,11.79
2371,431789.61,2803104.18,10.48
2372,431746.29,2803178.43,11.33
2373,431769.8,2803153.12,12.44
2374,431805.19,2803111.34,11
2375,431797.44,2803126.76,11.91
2376,431764.97,2803182.47,12.28
2377,431797.95,2803146.62,12.35
2378,431785.08,2803161.52,12.61
2379,431826.78,2803112.71,10.53
2380,431815.12,2803132.34,11.87
2381,431782.17,2803187.8,12.01
2382,431817.05,2803153.38,12.52
2383,431805.04,2803169.23,12.71
2384,431847.02,2803119.32,10.81
2385,431832.83,2803139.17,12.01
2386,431803.14,2803192.16,12.67
2387,431821.68,2803173.17,12.87
2388,431834.9,2803157.2,12.72
2389,431851.39,2803140.34,12.06
2390,431820.46,2803197.33,12.42
2391,431865.32,2803124.38,11.34
2392,431837.75,2803180.04,13.14
2393,431859.59,2803157.49,12.5
2394,431882.36,2803128.48,10.6
2395,431853.65,2803173.8,12.99
2396,431875.78,2803145.97,12.15
2397,431850.64,2803202.79,12.57
2398,431871.15,2803174.73,13.09
2399,431882.64,2803162.1,12.45
2400,431904.36,2803134.69,11.08
2401,431868.51,2803207.12,12.83
2402,431905.92,2803153.11,12.12
2403,431888.47,2803181.7,13.22
2404,431901.65,2803169.74,12.87
2405,431885.21,2803212.59,12.88
2406,431932.43,2803138.62,10.87
2407,431927.68,2803155.78,12.27
2408,431911.95,2803189.18,13.34
2409,431903.09,2803215.55,13.33
2410,431931.8,2803172.85,12.69
2411,431954.57,2803145.27,11.25
2412,431947.85,2803161.37,12.37
2413,431935.52,2803194.85,13.57
2414,431951.95,2803178.42,12.8
2415,431971.85,2803152.76,11.79
2416,431927,2803224.36,13.34
2417,431967.63,2803169.51,12.52
2418,431955.21,2803199.68,13.89
2419,431990.26,2803153.85,11.46
2420,431971.76,2803187.92,13.41
2421,431950.25,2803225.95,14.3
2422,431987.93,2803172.32,12.64
2423,431967.9,2803211.66,14.32
2424,432008,2803157.02,11.67
2425,431985.31,2803198.27,14.1
2426,432011.67,2803174.06,12.91
2427,432001.31,2803187.77,13.31
2428,431986.66,2803218.78,14.61
2429,431975.75,2803233.27,13.44
2430,432000.87,2803208.58,14.38
2431,431992.39,2803238.79,15
2432,432038.01,2803164.55,12.08
2433,432022.52,2803195.09,13.67
2434,432038.69,2803187.18,13.26
2435,432022.4,2803212.94,14.62
2436,432009.34,2803241.33,14.06
2437,432060.01,2803171.02,12.36
2438,432061.33,2803189.07,13.57
2439,432049.31,2803203.11,14.38
2440,432040.56,2803219.07,14.99
2441,432032.95,2803248.03,12.89
2442,432086.59,2803174.46,12.4
2443,432061.31,2803219.91,15.2
2444,432046.94,2803236,15.53
2445,432080.72,2803190.53,13.86
2446,432073.95,2803206.53,14.49
2447,432072.42,2803233.85,15.36
2448,432063.48,2803253.72,15.24
2449,432102.35,2803196.32,14.14
2450,432085.46,2803220.08,15.5
2451,432118.15,2803184.22,13.55
2452,432084.93,2803245.73,15.95
2453,432105.19,2803213.94,14.82
2454,432098.42,2803233.57,15.64
2455,432123.61,2803200.57,14.34
2456,432135.91,2803186.58,13.7
2457,432096.63,2803261.61,16.43
2458,432129.64,2803218.26,15.25
2459,432118.5,2803236.57,15.92
2460,432156.92,2803191.45,12.65
2461,432145.45,2803211.29,14.79
2462,432130.32,2803249.19,16.35
2463,432124.45,2803268.26,16.03
2464,432164.22,2803209.36,14.59
2465,432154.5,2803225.89,15.75
2466,432146.8,2803241.88,16.55
2467,432188.13,2803196.72,14.36
2468,432141.86,2803273.62,15.8
2469,432183.29,2803214.07,15.01
2470,432171.14,2803230.3,16.17
2471,432165.84,2803255.14,16.65
2472,432160.18,2803274.25,16.99
2473,432211.31,2803203.47,14.55
2474,432200.14,2803220.32,15.41
2475,432193.15,2803236.41,16.73
2476,432187.53,2803256.84,17.04
2477,432179.52,2803279.32,17.33
2478,432230.93,2803207.62,14.66
2479,432220.89,2803225.77,15.83
2480,432210.43,2803242.25,17.3
2481,432205.06,2803264.17,17.39
2482,432198.68,2803280.33,17.71
2483,432240.19,2803226.51,15.5
2484,432221.9,2803257.3,17.6
2485,432259.11,2803211.93,14.56
2486,432217.22,2803289.07,17.62
2487,432246.63,2803243.21,17.02
2488,432232.35,2803272.57,18.07
2489,432261.92,2803230.09,15.86
2490,432247.68,2803263.59,18.17
2491,432244.17,2803292.6,17.88
2492,432289.95,2803220.01,14.67
2493,432270.97,2803249.05,17.33
2494,432258.96,2803281.9,18.52
2495,432291.46,2803237.39,16.51
2496,432280.51,2803268.9,18.65
2497,432308.04,2803223.14,15.39
2498,432264.6,2803298.3,19.3
2499,432298.21,2803256.17,17.85
2500,432309.26,2803241.82,16.92
2501,432296.99,2803278.34,19.21
2502,432285.59,2803304.31,17.67
2503,432333.97,2803233.7,16
2504,432315.56,2803262.13,18.54
2505,432329.5,2803250.21,17.93
2506,432312.13,2803290.65,19.61
2507,432303.1,2803305.93,19
2508,432347.4,2803251.78,17.73
2509,432335.17,2803268.69,19.64
2510,432358.07,2803236.04,16.82
2511,432320.15,2803306.54,18.24
2512,432335.55,2803287.48,19.87
2513,432366.37,2803251.68,16.37
2514,432338.03,2803305.28,19.32
2515,432361.47,2803271.59,20.09
2516,432352.78,2803288.82,19.83
2517,432389.66,2803238.18,17.53
2518,432388.19,2803258.8,19.34
2519,432353.28,2803316.6,18.66
2520,432381.64,2803278.48,20.4
2521,432372.79,2803298.41,19.63
2522,432412.53,2803241.38,17.15
2523,432407.93,2803264.13,19.77
2524,432375.53,2803321.62,17.85
2525,432396.06,2803293.98,19.98
2526,432425.77,2803262.67,20.39
2527,432395.39,2803311.08,18.94
2528,432420.08,2803280.27,20.6
2529,432442.96,2803264.11,20.76
2530,432407.76,2803325.35,18.25
2531,432434.3,2803292.72,20.32
2532,432425.6,2803307.52,19.2
2533,432462.1,2803259.26,21.68
2534,432426.23,2803326.75,17.33
2535,432455.5,2803286.48,20.4
2536,432442.01,2803313.19,19.06
2537,432472.05,2803274.81,20.71
2538,432482.58,2803259.98,22.26
2539,432458.1,2803305.74,19.63
2540,432449.03,2803329.07,17.75
2541,432476.4,2803293.52,20.37
2542,432492.91,2803276.98,21.22
2543,432477.18,2803311.71,19.34
2544,432466.49,2803326.44,16.98
2545,432510.43,2803273.55,20.95
2546,432495.58,2803294.8,20.14
2547,432485.23,2803327.46,17.61
2548,432501.14,2803312.2,18.58
2549,432540.54,2803264.12,20.97
2550,432529.9,2803284.5,20.47
2551,432502.2,2803333.91,18.06
2552,432521.28,2803303.45,19.9
2553,432532.98,2803319.88,18.32
2554,432520.64,2803332.45,16.9
2555,432556.07,2803286.11,20.67
2556,432572.1,2803273.1,21.06
2557,432553.16,2803311.22,19.52
2558,432573.24,2803291.55,20.82
2559,432548.75,2803335,17.27
2560,432596.71,2803266.83,21.51
2561,432588.68,2803284.42,20.52
2562,432569.51,2803320.04,18.49
2563,432582.03,2803306.5,20.07
2564,432606.49,2803289.18,20.23
2565,432577.12,2803337.12,16.17
2566,432600.48,2803307.51,20.15
2567,432591.01,2803325.21,18.41
2568,432623.84,2803274.67,20.93
2569,432616.77,2803313.23,19.33
2570,432634.19,2803289.74,20.18
2571,432605.9,2803336.64,16.42
2572,432649.39,2803272.01,21.33
2573,432625.77,2803330.26,17.18
2574,432649.95,2803296.18,19.9
2575,432641,2803312.71,18.79
2576,432666.84,2803282.13,20.46
2577,432640.7,2803338.6,16.17
2578,432655.22,2803322.83,18.23
2579,432696.01,2803273.41,21.5
2580,432682.3,2803290.38,20
2581,432670.57,2803312.05,18.36
2582,432659.2,2803340.23,16.27
2583,432674.38,2803329.77,17.16
2584,432699.68,2803298.57,19.4
2585,432687.72,2803311.87,18.06
2586,432713.64,2803286.07,20.03
2587,432729.64,2803273.16,21.98
2588,432703.36,2803318.78,17.17
2589,432691.44,2803334.65,16.15
2590,432716,2803305.19,18.79
2591,432734.23,2803290.89,19.44
2592,432707.31,2803342.6,15.54
2593,432721.38,2803328.41,16.28
2594,432751.4,2803279.14,20.93
2595,432733.82,2803314.54,17.78
2596,432750.56,2803307.26,18.47
2597,432731.78,2803344.18,14.29
2598,432768.84,2803291.46,19.16
2599,432753.66,2803327.75,16.04
2600,432786.75,2803278.48,20.63
2601,432766.51,2803315.06,17.21
2602,432753.13,2803345.01,14.7
2603,432785.69,2803301.66,18.13
2604,432775.27,2803329.89,15.27
2605,432812.87,2803274.33,22.51
2606,432803.93,2803290.45,18.94
2607,432792.43,2803320.49,16.39
2608,432784.32,2803345.68,14.24
2609,432821.57,2803291.63,18.52
2610,432818.04,2803313.33,17.54
2611,432801.64,2803335.21,15.13
2612,432842.3,2803277.25,20.88
2613,432841.16,2803296.63,17.96
2614,432822.48,2803330.17,15.55
2615,432836.06,2803313.31,16.82
2616,432816.61,2803346.48,14.16
2617,432856.63,2803287.88,19.07
2618,432872.01,2803278.98,20.23
2619,432846.05,2803329.26,15.15
2620,432871.17,2803297.5,18.09
2621,432860.28,2803314.9,16.77
2622,432887.8,2803286.07,18.96
2623,432852.95,2803344.94,14.4
2624,432886.91,2803307.75,17.07
2625,432877.83,2803322.66,15.4
2626,432904.42,2803292.21,18.03
2627,432872.07,2803343.95,14.3
2628,432918.49,2803275.54,19.94
2629,432894.26,2803327.52,14.95
2630,432907.14,2803309.24,16.36
2631,432921.68,2803293.03,17.33
2632,432942.99,2803273.1,18.78
2633,432925.77,2803310.49,16.29
2634,432916.73,2803325.98,15.03
2635,432907.28,2803342.42,13.91
2636,432942.39,2803297.43,16.58
2637,432958.26,2803290.39,16.85
2638,432940.47,2803326.26,14.52
2639,432930.54,2803342.46,13.58
2640,432973.83,2803280.31,17.85
2641,432954.12,2803311.27,15.95
2642,432972.2,2803303.95,15.85
2643,432963.24,2803326.8,14.54
2644,432986.75,2803294.97,16.31
2645,432958.29,2803344.15,13.77
2646,433004.4,2803272.59,17.21
2647,432988.42,2803312.95,15.58
2648,432980.67,2803328.36,14.52
2649,433010.6,2803290.49,16.21
2650,432977.94,2803345.44,12.92
2651,433031.43,2803277.19,17.92
2652,433010.84,2803308.81,15.42
2653,433002.67,2803326.08,14.31
2654,432998.91,2803345.14,13.56
2655,433049.55,2803283.26,16.98
2656,433040.59,2803298.07,15.19
2657,433033.04,2803313.93,14.58
2658,433018.41,2803339.29,13.85
2659,433062.29,2803270.67,18.43
2660,433035.6,2803333.03,13.81
2661,433058.3,2803301.95,15.54
2662,433069.25,2803288.94,16.34
2663,433051.69,2803320.02,14.22
2664,433050.57,2803342.27,12.96
2665,433094.43,2803278.68,16.94
2666,433073.41,2803310.26,14.82
2667,433088.33,2803296.34,15.35
2668,433075.01,2803328.39,13.49
2669,433120.97,2803268.89,16.77
2670,433112.16,2803284.91,16.16
2671,433109.8,2803303.16,15.05
2672,433098.56,2803321.39,13.98
2673,433139.1,2803263.12,15.71
2674,433092.21,2803340.31,12.94
2675,433129.48,2803287.84,15.28
2676,433157.08,2803256.68,16.21
2677,433122.71,2803316.54,14.32
2678,433152.97,2803282.06,15.31
2679,433143.37,2803297.93,14.85
2680,433125.02,2803339.77,13.38
2681,433172.71,2803270.64,15.8
2682,433141.68,2803320.9,13.97
2683,433184.01,2803257.39,15.34
2684,433168.24,2803290.31,14.59
2685,433162.93,2803320.96,13.99
2686,433153.36,2803337.28,13.75
2687,433203.01,2803257.25,15.09
2688,433187.64,2803280.98,14.6
2689,433178.95,2803305.38,14.74
2690,433182.7,2803325.62,14.27
2691,433225.81,2803255.16,14.38
2692,433211.51,2803282.41,14.53
2693,433203.41,2803304.48,14.47
2694,433245.87,2803253.99,14.57
2695,433238.64,2803271.49,14.42
2696,433208.83,2803326.58,14.56
2697,433234.55,2803293.06,15.18
2698,433226.45,2803309.68,14.68
2699,433262.64,2803265.95,14.65
2700,433279.47,2803245.98,14.53
2701,433256.74,2803283.25,14.5
2702,433253.27,2803302,15.1
2703,433236.77,2803327.72,15.28
2704,433285.01,2803271.88,14.77
2705,433257.74,2803324.56,15.01
2706,433275.67,2803297.67,15.29
2707,433312.06,2803242.75,14.38
2708,433301.25,2803263.42,15.01
2709,433278.58,2803317.38,16.08
2710,433293.95,2803301.7,15.75
2711,433321,2803264.96,14.96
2712,433308.89,2803278.82,15.48
2713,421671.87,2800367.5,11.2
2714,433338.43,2803236.66,14.79
2715,433298.05,2803319.93,15.38
2716,433327.92,2803283.38,15.79
2717,433359.05,2803231.37,14.76
2718,433342.41,2803267.19,15.1
2719,433322.9,2803314.81,17.19
2720,433382.02,2803227.92,14.78
2721,433365.32,2803254.62,15.18
2722,433360.05,2803272.7,16.33
2723,433350.53,2803288.13,17.05
2724,433345.21,2803311.06,17.7
2725,433389.79,2803244.72,15.89
2726,433403.66,2803225.26,14.51
2727,433382.43,2803261.9,16.62
2728,433377.75,2803280.68,17.85
2729,433363.07,2803305.37,18.96
2730,433408.74,2803241.99,16.19
2731,433425.11,2803221.62,14.82
2732,433382.19,2803298.74,19.57
2733,433406.07,2803261.28,17.68
2734,433395.16,2803279.18,18.73
2735,433436.09,2803235.35,16.52
2736,433427.23,2803252.72,17.59
2737,433410.33,2803287.08,19.94
2738,433401.14,2803302.6,19.51
2739,433458.52,2803213.08,14.81
2740,433453.52,2803231.27,16.95
2741,433429.31,2803271.1,19.26
2742,433448.5,2803250.38,18.09
2743,433426.75,2803294.13,20.18
2744,433475.75,2803221.2,16.74
2745,433446.43,2803269.59,19.45
2746,433488.09,2803204.7,15.29
2747,433473.34,2803239.71,17.89
2748,433467.44,2803256.87,19.17
2749,433449.82,2803287.18,19.66
2750,433516.66,2803193.99,14.97
2751,433507.73,2803208.93,17.28
2752,433496.4,2803223.14,17.69
2753,433492.6,2803240.96,19.16
2754,433478.19,2803276.58,19.63
2755,433542.34,2803181.54,15.13
2756,433531.6,2803206.42,17.5
2757,433519.68,2803224.2,18.37
2758,433509.66,2803243.18,19.95
2759,433495.75,2803270.21,20.01
2760,433559.88,2803174.08,16.65
2761,433554.8,2803197.64,17.91
2762,433515.46,2803262.84,20.51
2763,433574.8,2803162.74,15.75
2764,433545.77,2803216.54,19.21
2765,433535.9,2803233.95,20.32
2766,433576.44,2803179.67,17.57
2767,433530.31,2803251.46,20.95
2768,433596.61,2803153.42,15.14
2769,433574.59,2803197.72,19.15
2770,433563.84,2803215.28,20.43
2771,433532.94,2803268.3,22.17
2772,433610.92,2803144.01,15.49
2773,433595.19,2803171.8,18.2
2774,433552.62,2803245.54,21.87
2775,433626.55,2803136.56,15.31
2776,433614.41,2803162.2,18.18
2777,433592.5,2803197.85,21.02
2778,433583.05,2803212.51,21.9
2779,433607.82,2803184.35,20.26
2780,433572.1,2803238.47,22.23
2781,433642.35,2803126.65,15.66
2782,433566.19,2803263.77,22.44
2783,433637.98,2803149.93,18.83
2784,433632.61,2803167.69,20.53
2785,433613.76,2803202.02,23.07
2786,433592.66,2803233.18,22.95
2787,433667.86,2803114.43,15.47
2788,433658.88,2803133.54,18.77
2789,433628.87,2803185.45,22.67
2790,433607.68,2803219.25,23.96
2791,433584.96,2803256.58,24.7
2792,433686.17,2803093.23,15.43
2793,433658.41,2803152.45,20.76
2794,433679.85,2803127.27,19.33
2795,433652.01,2803170.67,22.63
2796,433631.62,2803213.79,24.55
2797,433708.27,2803079.46,15.36
2798,433696.09,2803109.13,18.31
2799,433674.51,2803146.61,21.1
2800,433642.51,2803197.57,23.44
2801,433622.33,2803231.23,24.86
2802,433709.17,2803096.89,18.55
2803,433726.98,2803066.11,16.38
2804,433672.92,2803167.76,23
2805,433664.47,2803183.58,23.32
2806,433742.15,2803056.64,17.03
2807,433725.01,2803084.26,18.37
2808,433700.19,2803131.62,20.76
2809,433712.31,2803119.62,20.37
2810,433692.45,2803148.86,22.41
2811,433651.67,2803220.58,24.38
2812,433725.95,2803107.01,20.09
2813,433693.14,2803166.15,23.15
2814,433685.01,2803185.47,23.54
2815,433770.93,2803044.42,16.3
2816,433760.66,2803058.44,18.8
2817,433754.26,2803075.67,18.6
2818,433740.94,2803092.34,19.82
2819,433714.1,2803146.86,22.48
2820,433677.12,2803206.25,23.81
2821,433794.02,2803027.67,15.99
2822,433744.15,2803113.29,21.44
2823,433731.01,2803131.29,22.06
2824,433777.94,2803065.07,19.15
2825,433706.01,2803186.96,22.66
2826,433790.21,2803046.32,18.85
2827,433770.58,2803080.57,20.58
2828,433762.26,2803097.36,21.08
2829,433814.7,2803013.35,17.36
2830,433745.62,2803143.77,22.56
2831,433724.34,2803176.77,22.51
2832,433829.52,2802999.64,17.28
2833,433810.55,2803037.26,18.86
2834,433761.8,2803119.31,21.92
2835,433842.73,2802988.86,16.77
2836,433797.87,2803069.12,20.79
2837,433739.92,2803165.97,21.08
2838,433858.47,2802973.66,15.4
2839,433828.52,2803024.27,18.38
2840,433812.07,2803055.02,20.19
2841,433793.77,2803086.91,21.66
2842,433784.43,2803103.07,21.63
2843,433767.06,2803144.63,22.4
2844,433879.59,2802956.67,16.71
2845,433847.37,2803012.77,18.72
2846,433829.03,2803045.59,20.67
2847,433844.52,2803030.05,20.37
2848,433903.46,2802932.84,16.17
2849,433868.54,2802990.86,18.34
2850,433828.04,2803069.35,21.6
2851,433816.66,2803088.09,22.35
2852,433806.13,2803102.55,22.54
2853,433787.85,2803131.59,21.03
2854,433918.93,2802917.07,15.94
2855,433899.71,2802952.09,18.11
2856,433883.56,2802974.38,18.37
2857,433865.42,2803011.38,20.19
2858,433801.3,2803120.3,21.85
2859,433936.72,2802904.61,16.68
2860,433900.59,2802970.91,18.52
2861,433887.08,2802991.64,20.01
2862,433859.68,2803041.95,21.03
2863,433847,2803059.77,21.69
2864,433948.56,2802886.45,15.07
2865,433917.05,2802946.92,17.69
2866,433821.49,2803111.73,20.7
2867,433980.04,2802846.32,14.15
2868,433970.1,2802866.34,16.46
2869,433886.44,2803015.68,21.23
2870,433842.18,2803094.51,21.99
